Sample,P,r0,t0,lda0,R,T
498,506.4,104.1,56.8,794.42,0.5066,0.41021
499,492.8,107.0,45.0,483.94,0.13621,0.62688
500,642.0,59.6,54.4,776.02,0.11256,0.88322
501,480.0,98.3,93.2,617.87,0.2737,0.65396
502,545.6,54.7,91.6,544.26,0.10352,0.7694
503,600.4,72.0,59.9,315.93,0.00931,0.85691
504,484.1,44.8,86.8,731.74,0.10423,0.89373
505,530.8,31.6,55.5,380.5,0.05243,0.90778
506,636.6,52.8,63.6,944.31,0.09264,0.90676
507,509.8,36.1,93.9,402.61,0.05872,0.84451
508,514.1,49.6,73.5,703.23,0.1055,0.89054
509,610.3,52.1,53.0,327.6,0.00735,0.88628
510,506.5,69.9,72.5,471.64,0.11848,0.69274
511,637.6,79.1,91.8,377.4,0.07223,0.87034
512,627.5,107.3,95.3,302.76,0.0207,0.84285
513,521.1,48.7,85.5,620.67,0.26404,0.39772
514,622.3,36.6,48.6,766.2,0.11086,0.88875
515,622.9,63.4,99.2,780.48,0.0938,0.90114
516,565.5,62.5,86.9,970.08,0.09176,0.90682
517,590.6,32.8,57.5,357.25,0.04126,0.95267
518,581.6,46.3,86.0,447.49,0.07494,0.83403
519,505.8,105.7,84.4,325.11,0.01666,0.6908
520,486.7,90.3,63.0,594.94,0.18483,0.78605
521,471.0,67.7,78.2,653.74,0.28765,0.49651
522,476.9,35.8,91.2,363.24,0.03411,0.89804
523,465.1,54.4,52.4,605.28,0.28638,0.45259
524,626.3,93.0,76.3,599.08,0.13693,0.52535
525,528.9,43.0,92.8,781.95,0.10306,0.89587
526,562.6,87.7,58.5,807.96,0.18578,0.78785
527,555.6,84.6,87.0,779.72,0.1446,0.82802
528,570.4,42.6,81.8,954.42,0.08926,0.9103
529,598.1,93.5,99.1,661.77,0.10572,0.88992
530,584.8,101.7,56.2,462.72,0.13316,0.73729
531,560.4,101.1,53.2,735.22,0.35851,0.57323
532,642.9,90.7,79.1,485.44,0.11412,0.83796
533,492.5,66.8,53.3,875.52,0.11321,0.88393
534,504.4,110.7,45.4,518.73,0.13859,0.70321
535,528.0,88.5,61.9,826.87,0.16879,0.81424
536,460.3,99.7,85.2,908.56,0.18988,0.7986
537,542.9,57.4,76.8,323.68,0.01926,0.94822
538,586.2,42.1,78.1,352.48,0.02594,0.87099
539,496.2,45.9,47.7,369.8,0.03521,0.86826
540,623.9,60.8,93.5,923.54,0.09262,0.90612
541,569.7,67.1,65.6,737.96,0.11603,0.86791
542,482.2,44.3,51.1,305.27,0.00428,0.9309
543,521.7,37.5,68.5,385.64,0.04768,0.88528
544,600.8,46.7,93.6,897.91,0.09381,0.90556
545,603.5,51.3,91.4,334.33,0.00856,0.82227
546,464.6,53.5,73.2,739.19,0.10475,0.89141
547,458.8,101.8,65.6,955.64,0.20533,0.7837
548,534.4,97.7,53.3,954.59,0.16584,0.82489
549,643.0,36.8,55.1,998.26,0.08452,0.91532
550,497.5,98.1,46.6,660.37,0.24123,0.72684
551,618.3,96.4,76.6,521.88,0.13949,0.74369
552,645.6,85.7,40.2,538.05,0.14136,0.84082
553,516.7,35.1,65.4,983.77,0.08637,0.91338
554,610.8,34.1,51.5,481.08,0.11189,0.8665
555,516.5,57.2,40.4,423.53,0.07708,0.83756
556,620.3,113.1,69.5,714.97,0.13956,0.85683
557,566.2,118.8,54.5,628.76,0.11196,0.87959
558,595.4,102.4,75.8,847.47,0.25468,0.71023
559,603.9,99.2,49.9,728.76,0.16171,0.82455
560,464.4,108.7,79.7,497.14,0.06997,0.52171
561,484.5,32.0,55.8,823.93,0.10414,0.89557
562,528.2,57.5,99.9,782.09,0.09498,0.90184
563,618.0,74.6,54.3,602.84,0.11954,0.87003
564,474.9,68.8,45.4,447.37,0.11568,0.73267
565,566.0,87.5,86.8,580.77,0.13117,0.7258
566,550.5,55.0,48.9,489.72,0.11878,0.81379
567,609.8,89.2,84.0,498.43,0.10381,0.83266
568,462.0,114.4,41.1,673.25,0.33085,0.62136
569,482.7,63.4,69.9,581.64,0.16977,0.78653
570,531.4,97.3,86.2,923.57,0.15007,0.84093
571,462.6,87.9,95.5,414.48,0.06921,0.81329
572,602.9,46.9,56.5,844.52,0.10278,0.89659
573,602.3,75.1,57.3,926.08,0.10819,0.88911
574,509.2,74.1,59.5,564.05,0.11496,0.74576
575,497.1,49.8,97.4,640.24,0.0771,0.88839
576,478.7,40.4,62.7,667.8,0.11263,0.88413
577,485.0,81.8,78.1,567.71,0.1314,0.81832
578,580.4,88.4,55.9,436.69,0.07594,0.87348
579,494.6,86.0,92.5,673.76,0.68833,0.12488
580,542.2,73.0,64.6,794.15,0.11964,0.87192
581,578.0,44.1,73.3,931.08,0.09227,0.90728
582,628.7,94.1,95.3,725.49,0.15191,0.84282
583,458.3,111.4,98.6,468.39,0.02151,0.4006
584,611.8,81.4,41.2,321.52,0.01643,0.87052
585,616.0,69.1,65.1,315.31,0.01127,0.96224
586,526.9,32.3,53.6,948.96,0.08992,0.90991
587,487.7,30.5,45.8,330.49,0.01785,0.92619
588,478.6,57.9,93.3,960.66,0.0919,0.90648
589,629.2,119.2,88.1,688.64,0.10562,0.89024
590,554.3,70.6,73.3,741.6,0.11433,0.86731
591,460.6,107.1,57.0,495.71,0.12495,0.61941
592,600.6,89.7,75.2,832.72,0.15447,0.82698
593,484.0,68.3,54.7,877.59,0.11489,0.88198
594,614.1,116.8,71.9,431.76,0.07857,0.52011
595,498.9,39.9,95.4,601.49,0.09521,0.8096
596,625.1,65.5,78.5,352.25,0.02501,0.83303
597,638.1,33.5,59.6,386.75,0.05915,0.90358
598,527.3,58.8,66.7,666.28,0.12038,0.8135
599,644.9,82.1,84.0,495.79,0.08478,0.85359
600,629.4,61.6,85.3,357.56,0.0292,0.84136
601,558.8,88.8,94.9,407.66,0.00458,0.59539
602,493.6,99.6,80.7,943.6,0.17001,0.8206
603,565.5,39.5,49.7,446.23,0.0977,0.85688
604,629.9,94.5,42.8,923.79,0.15716,0.83118
605,537.5,50.3,40.5,575.44,0.16455,0.70059
606,508.2,117.5,43.6,822.82,0.76568,0.1118
607,604.9,85.2,75.9,406.96,0.0766,0.87967
608,616.7,90.6,84.2,368.18,0.05542,0.82885
609,563.7,33.7,47.6,750.23,0.11258,0.88704
610,487.6,31.2,72.0,590.58,0.11487,0.86294
611,521.5,38.0,97.6,337.45,0.01413,0.85233
612,580.3,50.8,75.9,318.07,0.00816,0.94872
613,643.4,50.5,89.2,887.23,0.09527,0.90403
614,465.9,58.4,63.2,418.52,0.05685,0.85644
615,507.2,89.1,43.0,638.27,0.18479,0.79368
616,501.3,89.4,62.0,690.62,0.59571,0.25956
617,576.6,105.1,64.8,676.77,0.15573,0.83859
618,491.0,100.8,94.0,940.65,0.16687,0.82326
619,648.9,74.2,84.6,591.47,0.18881,0.77461
620,500.8,65.6,42.3,736.37,0.13612,0.84811
621,570.1,96.3,60.0,486.98,0.1411,0.73252
622,454.2,46.9,49.0,654.45,0.11354,0.87452
623,558.3,81.4,99.0,614.79,0.08954,0.8911
624,629.1,97.6,76.0,596.22,0.43415,0.21906
625,532.8,99.5,41.7,388.07,0.05078,0.65108
626,576.4,109.5,47.1,582.49,0.15169,0.80541
627,484.4,78.5,57.9,523.65,0.14715,0.66423
628,493.6,83.7,86.0,835.8,0.12593,0.86423
629,643.5,70.0,82.7,687.17,0.1021,0.89355
630,551.7,100.0,94.4,818.58,0.22484,0.7406
631,450.5,64.6,60.9,318.56,0.01652,0.7341
632,543.1,81.7,45.3,557.69,0.16662,0.76843
633,583.9,91.5,56.6,596.99,0.21004,0.71429
634,475.2,99.6,55.1,317.63,0.01684,0.56067
635,480.1,111.1,97.7,555.43,0.02147,0.59877
636,607.6,78.1,76.7,758.24,0.19927,0.73431
637,590.2,109.4,72.2,680.57,0.14357,0.85239
638,575.4,113.5,68.3,387.95,0.07664,0.79201
639,536.4,68.4,43.8,999.61,0.10005,0.89819
640,541.9,112.8,75.2,985.51,0.20702,0.78086
641,597.3,50.4,63.3,851.55,0.10188,0.8973
642,648.2,87.0,47.9,530.0,0.13323,0.85235
643,594.0,102.9,88.8,780.34,0.81457,0.01897
644,619.7,33.1,89.5,908.18,0.09309,0.9067
645,539.5,68.1,84.2,983.57,0.09495,0.90312
646,636.0,93.6,90.7,651.17,0.45238,0.23034
647,579.7,44.0,44.7,415.74,0.07758,0.86951
648,511.2,88.2,94.7,855.39,0.12642,0.86359
649,627.7,57.1,52.7,627.86,0.13248,0.77598
650,616.6,80.8,65.5,823.13,0.12991,0.85833
651,617.7,80.8,68.2,773.83,0.21856,0.71787
652,473.8,98.3,91.9,912.37,0.16929,0.82026
653,606.2,100.5,48.4,728.05,0.15343,0.83519
654,530.9,54.3,80.0,409.15,0.05688,0.74529
655,524.2,95.5,43.3,867.14,0.22061,0.75727
656,554.9,36.7,77.7,309.4,0.00328,0.9139
657,492.6,102.7,48.8,879.84,0.2673,0.70932
658,555.4,39.6,82.2,632.1,0.13019,0.86772
659,500.7,83.7,68.1,643.84,0.28778,0.65754
660,536.1,90.0,56.1,732.89,0.74126,0.03877
661,522.9,44.9,41.4,654.22,0.11888,0.86923
662,550.2,87.3,54.5,332.38,0.02896,0.8858
663,499.8,36.4,60.0,425.4,0.08155,0.84784
664,497.0,50.0,48.3,863.25,0.10395,0.89507
665,541.7,85.5,40.2,555.2,0.16441,0.78132
666,562.7,56.4,74.3,323.21,0.01055,0.88778
667,647.0,84.9,71.2,461.51,0.07038,0.72313
668,630.3,45.7,84.0,683.33,0.11263,0.88613
669,530.2,96.9,51.5,312.35,0.00822,0.94626
670,472.6,70.7,51.7,510.54,0.14093,0.72067
671,610.3,75.9,92.2,885.51,0.10026,0.8962
672,464.2,35.5,49.5,371.56,0.04364,0.88212
673,597.2,117.6,98.1,913.61,0.25592,0.72105
674,585.0,79.7,54.2,492.58,0.13504,0.79991
675,556.0,71.4,81.2,392.38,0.03995,0.65504
676,586.9,73.6,41.7,373.51,0.06894,0.8443
677,604.5,78.6,51.1,413.82,0.09374,0.74693
678,489.0,99.4,79.4,832.16,0.22464,0.75207
679,520.6,30.8,45.4,313.35,0.00759,0.95271
680,483.3,108.8,58.1,990.36,0.2252,0.7623
681,568.8,31.2,93.4,623.29,0.11809,0.87979
682,599.0,32.5,87.2,519.33,0.11075,0.8492
683,559.8,42.1,86.2,752.52,0.10671,0.89223
684,540.9,51.2,43.8,457.66,0.11327,0.83007
685,525.8,66.7,75.6,410.51,0.03798,0.84031
686,594.7,90.7,50.4,333.46,0.0021,0.77138
687,609.2,47.7,79.7,580.36,0.09866,0.83145
688,548.8,31.1,74.8,462.07,0.0988,0.86399
689,583.5,35.8,87.4,540.92,0.11019,0.83107
690,598.9,47.9,88.3,609.55,0.09921,0.86698
691,560.8,106.3,61.6,843.22,0.34977,0.60216
692,596.7,86.1,55.0,963.25,0.11969,0.87595
693,581.4,107.5,82.3,920.28,0.19156,0.79394
694,585.4,78.4,47.8,583.19,0.15454,0.81498
695,603.3,109.6,68.9,713.61,0.16252,0.83027
696,538.5,64.8,78.7,925.7,0.09848,0.89967
697,556.4,52.7,84.4,345.53,0.03016,0.86095
698,454.4,48.5,49.6,565.36,0.16634,0.75137
699,544.4,104.1,56.0,852.59,0.29785,0.66625
700,545.2,78.0,83.0,986.91,0.10297,0.89408
701,515.2,33.4,75.9,405.0,0.07545,0.87661
702,550.2,32.3,50.5,607.24,0.12178,0.87499
703,577.1,30.9,56.9,941.56,0.09029,0.90958
704,587.5,56.2,96.5,482.74,0.10695,0.8505
705,518.9,113.5,78.2,667.39,0.30015,0.66914
706,510.9,67.4,83.9,741.76,0.09874,0.89011
707,578.4,108.5,95.5,887.39,0.20866,0.77175
708,512.8,103.4,73.9,414.71,0.03419,0.49985
709,527.7,110.7,77.9,982.28,0.20082,0.78774
710,632.2,82.3,91.7,663.24,0.08633,0.89071
711,483.0,41.6,66.4,647.84,0.10931,0.88368
712,585.8,98.2,73.2,505.75,0.14281,0.68555
713,512.8,91.6,44.5,966.82,0.15158,0.84087
714,459.5,80.3,53.4,379.02,0.0274,0.66336
715,458.9,61.4,76.2,501.49,0.09309,0.71791
716,569.8,39.5,77.7,793.48,0.10545,0.89395
717,567.3,104.6,70.2,785.58,0.74277,0.10686
718,454.2,70.5,87.1,332.54,0.0072,0.55927
719,461.9,83.6,72.3,531.24,0.09243,0.8502
720,615.3,117.8,60.4,823.77,0.74437,0.11283
721,468.5,86.1,77.5,764.68,0.18349,0.78646
722,630.9,104.7,48.0,891.11,0.26797,0.69693
723,529.5,47.6,88.4,851.32,0.09828,0.90073
724,531.8,82.3,93.6,587.21,0.08409,0.85152
725,619.2,63.8,52.3,913.76,0.10123,0.89741
726,517.6,112.8,81.1,950.22,0.22857,0.75722
727,468.8,104.5,63.6,353.25,0.02197,0.57901
728,630.2,97.5,72.7,767.32,0.28714,0.66799
729,542.3,58.3,88.1,985.28,0.08943,0.90936
730,489.9,66.2,73.2,684.31,0.11924,0.83265
731,592.4,103.1,76.8,508.29,0.14282,0.67904
732,452.7,105.3,78.4,517.62,0.05331,0.80236
733,566.1,88.3,71.9,467.29,0.09943,0.83916
734,604.9,47.0,58.7,989.76,0.08727,0.91233
735,580.5,46.2,95.4,645.49,0.11401,0.88408
736,521.0,91.9,77.4,740.21,0.50407,0.36871
737,633.7,79.3,72.9,586.86,0.2421,0.6533
738,606.6,80.3,97.1,621.83,0.36141,0.26316
739,584.3,71.5,82.3,515.93,0.10891,0.69351
740,631.9,51.9,89.0,899.28,0.09432,0.90492
741,474.2,36.1,50.9,393.88,0.05896,0.89618
742,473.5,73.6,99.8,879.99,0.10129,0.89422
743,575.6,96.6,96.1,303.66,0.00037,0.81007
744,531.2,64.0,42.9,753.62,0.12611,0.86467
745,636.2,41.5,46.4,570.56,0.13679,0.79776
746,606.6,88.8,77.7,362.97,0.05026,0.83409
747,495.5,106.2,91.7,517.48,0.07394,0.4398
748,576.8,73.8,59.9,744.95,0.15893,0.80231
749,458.6,77.7,44.1,839.35,0.15108,0.83917
750,493.3,38.7,67.2,565.23,0.12175,0.87396
751,532.3,44.5,46.4,456.05,0.10492,0.83871
752,546.8,71.7,49.4,706.68,0.34471,0.48739
753,481.6,31.0,73.7,383.79,0.05051,0.8897
754,636.1,85.4,99.9,415.11,0.05634,0.63334
755,487.1,117.5,43.6,622.81,0.21057,0.76457
756,561.7,51.7,46.0,454.87,0.09734,0.84341
757,614.4,98.1,99.2,307.49,0.0198,0.89006
758,595.8,99.8,60.3,356.47,0.04807,0.85383
759,606.5,117.7,66.7,766.16,0.27806,0.68927
760,482.3,31.7,99.3,788.57,0.10438,0.89511
761,604.4,88.7,72.0,854.61,0.14084,0.847
762,475.7,53.4,43.5,599.19,0.21616,0.66452
763,575.2,82.6,48.0,961.66,0.11847,0.87752
764,530.4,111.6,64.1,587.28,0.1095,0.80535
765,510.5,96.9,68.5,475.84,0.15426,0.63182
766,496.3,63.7,91.6,576.52,0.13071,0.83297
767,554.4,44.5,95.5,759.19,0.10357,0.8951
768,482.9,111.0,82.2,831.72,0.35113,0.61386
769,593.8,113.1,49.9,571.87,0.33922,0.41075
770,461.1,94.4,42.7,544.61,0.14579,0.83128
771,607.3,51.2,86.5,895.88,0.09497,0.90425
772,538.4,103.5,79.6,880.93,0.20419,0.77895
773,611.6,65.1,82.6,368.72,0.04898,0.90993
774,644.2,71.1,66.2,789.1,0.11859,0.86936
775,470.6,115.4,98.5,759.94,0.64619,0.27294
776,511.4,35.8,41.7,880.16,0.09862,0.90112
777,628.4,114.0,92.6,925.16,0.22062,0.75914
778,489.1,81.6,74.5,840.41,0.13077,0.86054
779,626.5,82.2,53.1,860.44,0.13116,0.86062
780,578.2,67.0,69.2,686.33,0.29777,0.62105
781,642.8,118.1,46.1,715.65,0.11804,0.88104
782,505.2,83.1,68.2,850.49,0.13603,0.85538
783,461.5,44.5,58.2,446.84,0.08315,0.82204
784,557.2,108.4,59.9,934.71,0.21936,0.76459
785,553.4,86.3,62.3,627.49,0.12544,0.87223
786,632.6,93.7,84.6,527.16,0.12543,0.74871
787,580.5,78.9,98.5,527.88,0.14645,0.81684
788,644.6,82.4,68.1,434.11,0.10523,0.87314
789,489.2,119.0,48.4,611.86,0.20662,0.76824
790,628.8,34.0,40.3,833.38,0.10332,0.89649
791,543.7,61.0,68.9,834.78,0.10523,0.89248
792,636.7,103.8,83.9,554.94,0.1754,0.66218
793,571.1,78.9,60.7,633.74,0.11169,0.88453
794,524.6,42.5,73.5,345.14,0.01634,0.84839
795,508.8,57.4,47.5,868.43,0.10679,0.89165
796,477.4,72.9,91.1,827.2,0.10418,0.88969
797,462.0,45.5,95.7,947.79,0.08967,0.90941
798,634.8,64.5,47.2,731.55,0.19474,0.74569
799,558.5,78.2,78.0,929.82,0.10787,0.88872
800,502.9,101.4,56.4,637.62,0.22023,0.75466
801,467.6,104.4,71.2,822.58,0.31806,0.64838
802,608.4,100.1,65.3,851.45,0.24331,0.72302
803,625.0,97.7,71.6,782.33,0.60969,0.24523
804,630.6,86.4,76.6,470.27,0.07923,0.84213
805,488.6,63.1,44.3,853.23,0.11473,0.88242
806,491.7,40.8,53.5,984.43,0.08806,0.91157
807,613.4,56.1,79.5,546.01,0.12006,0.75195
808,469.9,108.1,57.4,828.69,0.40697,0.54849
809,500.2,98.9,63.5,853.11,0.2274,0.75165
810,593.6,104.7,43.9,397.97,0.04955,0.68653
811,556.2,58.6,78.3,934.83,0.09476,0.90403
812,521.1,118.2,76.9,933.88,0.28528,0.69556
813,584.9,81.8,94.0,990.02,0.10023,0.89658
814,506.3,69.2,45.5,703.09,0.20133,0.7285
815,549.5,95.2,53.0,482.1,0.13981,0.69654
816,607.4,51.0,95.3,754.5,0.10106,0.89668
817,563.5,114.7,49.5,856.89,0.54285,0.37617
818,587.8,96.0,71.7,400.84,0.1021,0.68703
819,454.5,114.9,53.9,574.6,0.21366,0.72772
820,516.4,98.4,68.3,610.97,0.16323,0.82188
821,527.4,86.3,52.9,826.25,0.17038,0.81254
822,646.8,58.8,95.8,905.51,0.09314,0.90573
823,581.5,112.4,89.7,361.88,0.04957,0.75254
824,561.3,36.8,42.0,381.94,0.05729,0.89424
825,505.8,62.5,58.7,691.89,0.11994,0.85228
826,468.2,56.1,98.7,754.64,0.09255,0.90318
827,581.3,52.5,72.4,525.86,0.12057,0.86845
828,614.6,100.5,65.4,325.79,0.01302,0.69722
829,609.1,108.0,98.3,831.55,0.42705,0.49851
830,569.3,48.7,96.9,649.98,0.14174,0.85306
831,537.6,45.6,93.4,891.67,0.09437,0.9049
832,465.6,118.7,99.7,920.44,0.29405,0.68825
833,554.2,93.8,40.8,435.88,0.11512,0.83734
834,506.4,48.4,83.3,743.27,0.10389,0.8939
835,456.7,74.8,92.3,707.81,0.11755,0.84314
836,569.8,53.2,41.5,800.85,0.11117,0.88715
837,577.9,113.8,75.4,437.59,0.06372,0.82947
838,631.0,105.2,65.1,476.82,0.1134,0.84249
839,589.2,89.3,98.5,935.52,0.11094,0.88355
840,604.1,53.8,75.2,585.05,0.09599,0.88804
841,645.4,103.9,67.7,316.52,0.00074,0.75097
842,505.7,65.0,86.9,539.45,0.09168,0.66232
843,617.3,43.9,62.8,940.61,0.09156,0.90809
844,587.6,119.9,66.7,831.2,0.81006,0.06401
845,544.4,35.4,52.3,540.57,0.1283,0.83441
846,558.0,56.9,49.2,923.39,0.09889,0.90011
847,496.7,73.7,88.0,544.48,0.06943,0.66969
848,478.4,67.6,77.2,406.63,0.0732,0.78652
849,460.6,46.1,40.3,990.77,0.09028,0.90916
850,619.9,79.6,97.9,784.3,0.11723,0.85551
851,644.1,45.3,83.0,644.04,0.10958,0.88477
852,474.3,56.8,81.5,563.76,0.14352,0.78707
853,573.7,33.7,75.0,756.0,0.10999,0.88958
854,617.2,116.9,48.6,411.18,0.09769,0.60121
855,622.8,63.2,95.1,531.34,0.10863,0.72206
856,633.3,47.2,60.0,484.53,0.10692,0.84845
857,458.7,100.0,98.3,953.84,0.17146,0.81886
858,564.4,63.7,44.4,341.31,0.02591,0.86335
859,622.2,113.3,98.8,653.1,0.24769,0.58931
860,607.6,33.1,44.4,928.34,0.09207,0.9078
861,507.4,92.5,51.7,693.28,0.41455,0.49622
862,639.0,42.0,59.8,783.13,0.10829,0.89111
863,588.8,30.4,43.7,697.26,0.11808,0.88147
864,639.1,98.7,49.3,824.98,0.60571,0.218
865,529.4,44.1,77.0,520.69,0.09452,0.84788
866,489.3,63.2,70.1,772.24,0.10853,0.88608
867,576.5,101.3,82.5,859.52,0.20103,0.77698
868,577.5,81.7,75.5,725.78,0.70172,0.05677
869,464.5,32.3,46.9,958.75,0.08943,0.91037
870,489.9,75.2,91.4,493.9,0.07337,0.69402
871,549.2,54.6,75.2,855.06,0.1007,0.898
872,549.3,34.4,97.3,844.74,0.09919,0.90043
873,498.2,101.3,41.1,687.79,0.27071,0.68445
874,542.6,68.6,70.2,836.49,0.1087,0.88757
875,609.6,66.9,73.1,717.58,0.56327,0.16092
876,612.9,82.2,45.9,605.51,0.1536,0.82433
877,566.0,110.4,79.0,751.17,0.57425,0.34063
878,510.2,76.1,44.1,731.14,0.24376,0.68485
879,621.3,69.8,93.6,432.73,0.05409,0.68616
880,482.4,92.2,86.5,780.64,0.20365,0.76418
881,506.3,82.5,51.9,476.6,0.13694,0.69914
882,540.4,78.0,55.4,517.78,0.1646,0.69559
883,456.5,67.7,60.4,543.63,0.14343,0.80816
884,592.6,92.9,74.3,373.48,0.06344,0.80661
885,615.7,88.7,78.8,937.3,0.11695,0.87794
886,451.5,84.3,75.1,604.78,0.28844,0.61735
887,629.6,100.1,79.2,986.51,0.13258,0.86069
888,617.6,69.3,88.7,799.52,0.09974,0.89431
889,506.3,57.6,82.1,818.14,0.10143,0.89618
890,493.6,94.2,55.2,801.12,0.27754,0.68232
891,559.7,73.0,76.5,761.19,0.1137,0.87134
892,596.0,78.5,72.3,635.13,0.09663,0.86422
893,560.0,77.7,89.1,413.73,0.01113,0.73563
894,451.1,39.8,46.8,473.91,0.10803,0.8425
895,570.5,109.1,75.5,322.4,0.02221,0.82485
896,495.1,87.9,47.8,430.3,0.11716,0.68574
897,487.4,68.4,96.4,403.82,0.03405,0.80359
898,600.5,97.0,65.3,869.55,0.1828,0.79921
899,472.1,76.2,77.0,502.73,0.10378,0.65188
900,547.3,61.3,65.2,815.14,0.10756,0.88972
901,543.0,33.3,87.1,616.46,0.12425,0.87469
902,631.1,61.5,66.9,558.33,0.15633,0.74168
903,553.2,74.1,98.8,662.27,0.24095,0.72718
904,566.4,63.5,84.9,542.5,0.11812,0.58851
905,645.9,90.3,51.5,810.6,0.42717,0.43946
906,519.8,63.4,62.0,573.67,0.10818,0.79803
907,636.4,113.5,67.6,533.04,0.15183,0.76818
908,537.0,95.9,43.0,404.42,0.04144,0.88211
909,522.7,61.3,70.5,796.59,0.10671,0.88991
910,543.5,30.3,49.2,984.53,0.08577,0.91412
911,476.8,51.9,49.3,396.12,0.04909,0.86145
912,642.8,57.7,79.2,777.39,0.10353,0.89325
913,636.0,95.2,45.1,355.62,0.02179,0.79688
914,585.3,47.3,85.7,331.37,0.01674,0.88498
915,503.3,61.2,65.1,604.37,0.1837,0.77689
916,610.7,45.1,70.9,592.47,0.11335,0.88231
917,570.8,93.7,73.0,546.91,0.25089,0.47344
918,476.4,90.3,62.2,370.45,0.04654,0.65899
919,633.0,46.7,64.3,643.32,0.11314,0.88082
920,588.0,104.7,59.2,318.73,0.00321,0.7082
921,559.9,79.8,48.8,834.93,0.1393,0.85074
922,640.1,103.7,40.3,554.74,0.16074,0.81117
923,476.7,72.8,83.0,427.13,0.05874,0.83784
924,476.2,84.1,70.4,977.33,0.12709,0.86818
925,641.5,39.0,54.4,321.67,0.0093,0.95996
926,602.2,54.1,58.6,688.95,0.15686,0.82583
927,614.5,58.3,46.1,379.9,0.06316,0.84217
928,579.5,78.8,78.6,427.07,0.02611,0.77941
929,634.0,32.9,94.3,366.59,0.04628,0.92694
930,557.7,95.0,55.4,940.19,0.15322,0.83836
931,510.9,63.8,90.2,971.27,0.09337,0.90478
932,475.6,116.3,64.3,621.47,0.2786,0.6769
933,502.1,39.2,87.6,821.93,0.1014,0.89791
934,502.9,71.4,83.6,506.41,0.09109,0.71894
935,462.9,51.4,44.8,633.22,0.13837,0.77768
936,561.2,92.8,75.0,455.33,0.04325,0.7127
937,645.8,38.7,80.6,752.22,0.10913,0.89016
938,644.9,46.5,56.6,873.87,0.09929,0.90025
939,630.8,69.8,70.7,696.81,0.11393,0.88512
940,579.3,41.0,69.9,818.35,0.10381,0.89565
941,507.8,42.4,89.3,996.28,0.0852,0.91425
942,481.6,114.8,57.9,835.0,0.4991,0.44744
943,500.7,45.5,96.0,332.04,0.01235,0.83458
944,501.0,80.8,58.7,605.92,0.17531,0.80389
945,618.6,30.5,62.1,616.31,0.12133,0.87619
946,618.7,56.1,59.6,438.12,0.0812,0.82015
947,517.1,73.8,64.5,536.23,0.13636,0.71411
948,597.7,44.4,75.5,342.0,0.0201,0.89922
949,470.3,75.8,90.3,470.68,0.04108,0.69513
950,605.9,110.0,93.8,589.98,0.11614,0.42895
951,502.3,42.9,99.7,438.75,0.068,0.8229
952,544.3,111.9,80.9,995.23,0.19344,0.79565
953,520.6,31.3,72.1,365.45,0.03749,0.90538
954,463.8,52.7,44.0,335.7,0.01698,0.81188
955,616.7,83.4,64.9,588.65,0.27425,0.33103
956,643.6,38.9,93.7,360.32,0.03542,0.88844
957,590.0,74.5,83.7,516.08,0.11611,0.68938
958,620.5,50.1,89.4,452.46,0.07366,0.84264
959,490.9,80.2,67.6,585.55,0.16119,0.81248
960,606.4,101.0,51.5,655.51,0.11365,0.87297
961,561.7,114.2,47.5,937.89,0.28716,0.6866
962,603.0,106.0,59.6,936.49,0.19335,0.79192
963,523.1,75.4,43.9,472.05,0.09213,0.84026
964,586.3,72.4,82.9,979.8,0.09604,0.9019
965,614.1,105.0,77.8,532.96,0.16075,0.66536
966,566.1,78.9,99.0,763.05,0.10817,0.86657
967,536.9,48.0,99.5,717.1,0.09936,0.89763
968,480.5,68.5,97.6,482.67,0.06591,0.72378
969,535.9,90.6,80.2,968.71,0.12682,0.86767
970,507.0,79.2,62.5,682.08,0.66152,0.09649
971,451.3,89.5,68.6,444.42,0.05389,0.54283
972,592.9,50.7,79.2,633.44,0.10612,0.88577
973,490.8,42.0,81.1,373.68,0.03867,0.89653
974,612.2,95.3,50.3,701.19,0.12837,0.86962
975,499.5,67.1,68.5,383.91,0.05692,0.84391
976,492.3,85.8,65.1,481.6,0.08924,0.64023
977,624.6,105.0,70.9,941.21,0.17129,0.81642
978,542.9,44.1,44.2,845.08,0.10378,0.89564
979,452.0,74.1,88.0,511.66,0.04836,0.77462
980,575.1,119.2,83.6,893.74,0.33641,0.63288
981,461.4,79.8,49.1,845.29,0.15133,0.83919
982,539.5,115.4,79.3,985.9,0.21913,0.76793
983,510.3,115.7,92.3,400.46,0.00664,0.49639
984,585.9,53.7,83.0,501.13,0.10785,0.77846
985,507.8,106.8,43.9,483.23,0.16068,0.6495
986,616.9,108.8,91.0,610.26,0.02355,0.87391
987,486.4,80.1,84.5,332.86,0.03056,0.79962
988,598.4,92.6,71.8,762.03,0.74472,0.0533
989,478.2,72.6,73.7,923.87,0.11053,0.88617
990,516.8,45.6,41.1,718.31,0.11669,0.88103
991,547.2,30.8,65.9,560.67,0.12136,0.85216
992,597.9,33.6,49.6,918.39,0.09322,0.90664
993,572.7,73.6,90.9,939.6,0.09808,0.89929
994,643.8,76.5,95.3,509.15,0.09598,0.67848
995,604.0,61.0,86.9,682.9,0.12766,0.87085
996,499.0,51.7,65.4,890.0,0.09956,0.89944
