Sample,P,r0,t0,lda0,R,T
3863,556.7,95.0,70.2,567.22,0.10564,0.7623
3864,541.0,99.4,70.0,442.01,0.03463,0.73077
3865,646.5,34.4,49.0,401.96,0.07949,0.91559
3866,575.0,65.9,89.5,342.33,0.03866,0.91338
3867,576.3,115.9,86.4,967.64,0.21166,0.7742
3868,538.8,30.9,90.2,704.58,0.11326,0.88612
3869,627.3,105.7,46.4,878.27,0.33716,0.60856
3870,584.0,74.1,71.9,658.12,0.12294,0.87583
3871,492.2,94.3,98.6,810.49,0.16731,0.81035
3872,612.1,86.4,88.7,544.77,0.11215,0.60906
3873,586.9,96.6,98.3,529.16,0.10871,0.83264
3874,492.0,48.5,42.3,742.39,0.11558,0.88207
3875,465.4,104.9,94.5,379.79,0.01674,0.49449
3876,471.4,48.9,87.2,955.87,0.09066,0.90835
3877,641.4,70.9,90.9,833.62,0.09926,0.89643
3878,492.1,39.6,47.5,424.61,0.08431,0.85031
3879,553.0,43.3,62.2,879.52,0.09846,0.90107
3880,502.1,97.2,75.8,722.78,0.79794,0.03307
3881,614.2,93.0,61.1,400.19,0.09036,0.70621
3882,484.6,86.8,86.4,513.03,0.08226,0.56966
3883,591.8,76.0,49.1,680.03,0.13232,0.865
3884,471.0,94.7,98.0,875.55,0.154,0.83463
3885,453.9,68.5,84.7,795.73,0.10473,0.88869
3886,567.3,115.6,47.1,711.72,0.18728,0.7966
3887,545.7,95.6,83.6,914.57,0.14422,0.84715
3888,457.9,117.9,80.7,807.69,0.52166,0.42862
3889,610.8,72.2,47.4,631.85,0.24182,0.52697
3890,539.7,84.6,57.1,496.33,0.15025,0.75232
3891,610.0,86.7,79.8,710.04,0.159,0.8342
3892,533.0,39.5,88.3,850.19,0.09889,0.90056
3893,510.6,66.2,69.4,892.84,0.10521,0.89248
3894,622.0,92.8,58.0,440.22,0.08094,0.68212
3895,613.6,75.7,86.7,549.36,0.11171,0.68084
3896,454.6,48.1,76.6,325.7,0.00274,0.75786
3897,627.8,64.3,51.1,677.5,0.1146,0.88179
3898,461.0,69.0,94.2,490.54,0.07172,0.64382
3899,641.0,105.3,68.2,682.35,0.10988,0.87683
3900,489.6,100.6,99.3,957.73,0.15932,0.83152
3901,632.9,83.0,86.2,985.66,0.10097,0.896
3902,561.5,89.5,78.3,366.65,0.04566,0.65852
3903,642.4,66.4,82.8,680.27,0.10127,0.89333
3904,631.5,72.0,82.6,635.32,0.28406,0.39718
3905,650.0,100.8,44.7,465.13,0.1007,0.74238
3906,453.1,57.0,72.6,733.39,0.10401,0.89036
3907,625.1,31.9,53.6,871.59,0.09833,0.90153
3908,649.3,80.4,71.2,973.92,0.10243,0.89492
3909,458.1,70.2,90.4,884.62,0.10434,0.89187
3910,454.7,38.5,71.6,817.46,0.10367,0.89563
3911,594.0,110.7,40.5,676.96,0.12681,0.87171
3912,504.8,111.5,88.5,302.28,0.01721,0.80641
3913,590.8,58.1,71.8,502.58,0.12115,0.78571
3914,508.0,116.1,54.3,426.32,0.09349,0.72041
3915,649.5,99.7,96.4,614.61,0.38915,0.18424
3916,634.2,93.2,94.2,606.56,0.03321,0.72686
3917,613.3,57.6,56.9,638.47,0.10975,0.87041
3918,583.1,84.3,52.0,718.84,0.26429,0.67773
3919,465.1,46.2,65.9,477.88,0.10355,0.80172
3920,643.6,118.0,56.9,467.88,0.05822,0.76353
3921,496.5,34.6,45.8,915.41,0.09439,0.90538
3922,512.1,83.8,87.3,511.84,0.06971,0.63785
3923,586.4,80.6,47.0,378.34,0.07461,0.79577
3924,480.8,34.3,98.6,460.61,0.0833,0.84595
3925,534.5,89.1,99.4,462.87,0.04131,0.56614
3926,612.7,71.7,70.1,765.27,0.12249,0.85812
3927,469.6,112.2,94.4,841.09,0.31997,0.65121
3928,484.8,87.2,89.3,439.88,0.1114,0.83803
3929,634.1,66.3,81.3,544.34,0.1335,0.7489
3930,623.0,55.2,50.6,760.41,0.11309,0.88372
3931,597.7,44.2,72.6,865.21,0.09893,0.90055
3932,648.7,113.8,77.2,400.07,0.09736,0.7341
3933,510.9,113.4,58.7,577.84,0.11421,0.84314
3934,463.3,61.2,95.2,846.58,0.0969,0.90011
3935,516.8,79.9,46.0,358.2,0.05682,0.73851
3936,531.2,85.9,64.8,751.35,0.28625,0.64073
3937,463.7,100.9,49.9,806.81,0.39694,0.54896
3938,497.8,36.7,97.7,521.65,0.09567,0.81622
3939,590.4,77.6,63.4,480.22,0.08664,0.85831
3940,470.0,51.1,97.7,788.63,0.09721,0.90046
3941,521.6,53.9,88.6,705.26,0.09538,0.89842
3942,611.7,30.4,55.6,992.17,0.08462,0.91528
3943,604.6,73.9,62.4,886.34,0.10974,0.88717
3944,508.1,66.1,55.9,500.77,0.10045,0.77728
3945,506.7,65.8,100.0,809.93,0.09383,0.90162
3946,627.9,116.6,95.2,357.5,0.05352,0.82311
3947,473.4,42.7,66.4,429.29,0.09627,0.89719
3948,451.7,42.8,61.0,633.57,0.10779,0.8774
3949,608.0,98.9,97.8,311.03,0.01413,0.91449
3950,579.0,73.1,79.5,610.12,0.14409,0.65443
3951,569.0,78.2,74.2,504.06,0.11219,0.6904
3952,610.5,36.4,86.2,505.33,0.11145,0.83307
3953,574.5,97.0,58.1,917.96,0.16369,0.82568
3954,537.2,59.9,68.5,672.3,0.1266,0.80027
3955,499.4,50.9,42.6,396.83,0.07743,0.83171
3956,613.3,116.1,65.6,408.75,0.06393,0.52977
3957,567.1,114.7,66.5,569.16,0.04092,0.69456
3958,529.9,74.7,60.8,716.59,0.21481,0.70967
3959,644.0,98.6,90.7,361.34,0.03122,0.77648
3960,457.5,95.4,93.9,536.76,0.06745,0.67611
3961,511.6,56.8,80.3,634.72,0.28994,0.3623
3962,612.6,46.0,62.5,757.37,0.10992,0.88891
3963,500.0,37.9,59.6,814.78,0.10515,0.89434
3964,642.4,108.7,71.2,723.11,0.12308,0.87521
3965,608.0,32.9,73.7,939.38,0.09022,0.9096
3966,634.1,97.8,78.7,860.9,0.18712,0.78932
3967,498.7,57.7,41.7,480.96,0.11887,0.80186
3968,546.6,63.9,40.2,849.8,0.11384,0.88335
3969,450.6,115.5,59.2,716.83,0.83057,0.05701
3970,470.5,50.0,71.1,547.84,0.12718,0.84455
3971,555.1,34.0,94.3,694.28,0.11212,0.88688
3972,526.6,114.8,73.7,860.75,0.3706,0.59305
3973,543.0,32.5,75.9,880.64,0.09672,0.90305
3974,468.6,92.6,55.3,556.03,0.14982,0.81596
3975,573.1,55.4,41.4,489.63,0.12503,0.83097
3976,454.8,37.7,80.6,785.09,0.10518,0.89399
3977,535.8,55.9,72.3,367.68,0.04233,0.78018
3978,571.8,107.7,75.1,957.48,0.18363,0.80465
3979,497.2,36.4,65.9,765.19,0.10928,0.89009
3980,546.1,61.1,86.5,740.09,0.09673,0.89658
3981,578.9,92.1,44.8,797.68,0.38585,0.5147
3982,639.1,32.0,80.0,750.97,0.11068,0.88897
3983,472.8,109.1,50.0,329.23,0.0674,0.59473
3984,478.9,39.1,87.3,648.98,0.10559,0.88925
3985,478.9,60.0,57.8,935.79,0.10152,0.89692
3986,495.8,67.4,92.3,794.8,0.09757,0.89671
3987,542.0,119.7,95.8,763.88,0.86574,0.02129
3988,583.5,110.6,82.4,936.92,0.20013,0.78522
3989,649.2,105.2,47.1,703.35,0.11748,0.87915
3990,554.0,59.7,50.3,876.58,0.10515,0.89336
3991,554.0,31.5,90.3,452.5,0.09362,0.87947
3992,505.1,100.4,67.8,419.8,0.04032,0.79688
3993,622.8,78.9,81.6,668.89,0.0977,0.89513
3994,535.5,56.2,89.9,824.16,0.09893,0.89906
3995,599.5,79.2,70.4,561.49,0.21701,0.64734
3996,604.3,112.3,92.9,306.51,0.01575,0.89384
3997,518.6,54.1,95.5,437.45,0.08296,0.7612
3998,623.4,83.7,92.1,839.61,0.11207,0.8777
3999,640.3,44.4,45.8,448.64,0.09844,0.86378
4000,511.1,62.1,99.2,371.31,0.0048,0.65181
4001,619.7,103.8,42.8,383.0,0.08704,0.76248
4002,492.7,49.9,96.6,440.37,0.07446,0.84756
4003,579.7,85.1,88.2,323.25,0.01715,0.76058
4004,607.4,57.8,69.4,536.74,0.13162,0.75937
4005,601.2,84.9,85.1,580.22,0.02213,0.72078
4006,625.8,111.1,43.3,671.91,0.13085,0.85217
4007,478.7,114.6,85.8,654.63,0.44623,0.48873
4008,597.4,62.1,92.8,880.74,0.0958,0.9025
4009,553.3,114.6,51.2,548.57,0.15396,0.51461
4010,615.6,98.6,91.9,958.2,0.12889,0.86383
4011,556.9,51.6,76.9,483.42,0.09866,0.7927
4012,577.5,36.5,52.1,877.92,0.09819,0.90158
4013,563.3,92.3,44.0,975.32,0.14106,0.852
4014,565.1,47.2,47.3,599.98,0.11897,0.84109
4015,613.1,109.8,58.6,429.43,0.09178,0.58889
4016,606.1,113.0,74.4,913.19,0.25302,0.72367
4017,580.0,66.8,60.6,366.24,0.05658,0.85318
4018,574.6,82.1,64.1,705.95,0.30063,0.64005
4019,581.6,112.6,49.5,942.7,0.25641,0.72072
4020,500.4,105.8,53.9,540.25,0.16642,0.60735
4021,604.4,64.7,69.9,889.58,0.10119,0.89714
4022,535.7,97.9,69.1,523.77,0.15945,0.53369
4023,488.1,32.8,88.9,902.0,0.09378,0.9059
4024,490.5,45.9,79.5,311.39,0.00436,0.87021
4025,469.5,48.3,92.8,512.86,0.08047,0.76282
4026,482.8,117.3,51.3,365.8,0.0033,0.74192
4027,487.9,113.3,89.0,328.03,0.00572,0.62555
4028,647.4,95.2,72.9,497.95,0.09261,0.85991
4029,603.1,117.1,46.9,867.95,0.66334,0.21857
4030,584.4,64.1,79.2,452.09,0.06811,0.85069
4031,513.2,61.9,88.0,890.22,0.09766,0.90037
4032,557.7,91.3,92.9,582.89,0.13526,0.64829
4033,501.8,90.2,86.7,472.64,0.12633,0.56936
4034,604.6,111.1,61.4,986.0,0.18998,0.79747
4035,614.9,62.8,51.6,684.02,0.11824,0.88126
4036,478.5,43.6,98.2,336.98,0.00609,0.77317
4037,621.9,66.2,85.5,792.01,0.10065,0.89417
4038,462.9,92.4,63.2,698.38,0.78958,0.02473
4039,609.4,89.7,45.3,433.19,0.08853,0.72511
4040,605.8,103.9,78.4,624.89,0.34146,0.47319
4041,629.8,47.4,72.2,316.17,0.00778,0.94902
4042,648.6,70.1,89.4,609.75,0.08721,0.67398
4043,520.4,66.9,85.7,870.48,0.101,0.89618
4044,456.0,51.2,87.9,751.64,0.09964,0.8973
4045,541.2,85.4,52.2,343.37,0.0426,0.84789
4046,481.0,57.0,74.2,949.6,0.09571,0.90293
4047,637.2,53.8,44.0,576.14,0.11901,0.84755
4048,530.1,75.2,49.1,492.26,0.13979,0.76186
4049,533.7,50.5,60.9,780.94,0.10851,0.88988
4050,587.1,68.8,83.2,583.51,0.13608,0.79956
4051,500.6,102.3,42.5,809.81,0.49726,0.41327
4052,519.5,87.0,64.0,619.66,0.16912,0.81704
4053,494.0,35.6,53.8,675.12,0.11709,0.8814
4054,467.7,67.9,63.2,487.76,0.11741,0.73102
4055,554.8,77.9,62.3,989.31,0.10679,0.89047
4056,494.7,85.3,40.6,844.21,0.18056,0.80301
4057,547.1,88.9,79.4,793.3,0.17605,0.79482
4058,511.3,52.6,69.8,303.08,0.00411,0.96255
4059,638.8,67.2,66.8,858.96,0.10495,0.89267
4060,461.8,98.3,66.9,515.31,0.08238,0.64327
4061,483.5,87.2,54.9,885.45,0.15741,0.83381
4062,648.8,118.2,93.5,334.57,0.0291,0.87286
4063,541.6,46.8,95.1,641.95,0.08119,0.84495
4064,574.1,100.4,50.0,947.65,0.17318,0.81544
4065,589.1,77.3,78.4,970.64,0.10153,0.89583
4066,509.8,90.8,58.9,923.21,0.15122,0.84111
4067,603.9,62.7,73.4,939.45,0.09557,0.90316
4068,505.3,89.3,65.8,579.88,0.12509,0.86155
4069,516.6,107.3,57.0,375.25,0.0519,0.50687
4070,491.1,50.0,67.6,921.97,0.096,0.90312
4071,610.0,92.4,50.9,775.51,0.65372,0.12508
4072,635.8,89.1,60.8,899.97,0.13307,0.85931
4073,536.3,31.3,83.3,685.9,0.11486,0.88433
4074,550.7,111.5,71.6,692.74,0.25199,0.72618
4075,513.0,119.8,94.4,630.2,0.21949,0.73353
4076,634.4,109.8,82.9,878.39,0.29377,0.66828
4077,467.8,70.7,47.2,873.4,0.12349,0.87235
4078,559.5,44.7,42.7,683.56,0.11788,0.87776
4079,544.3,56.3,79.1,828.07,0.10171,0.89649
4080,476.9,111.5,84.8,735.4,0.82991,0.05233
4081,494.7,104.6,91.3,488.18,0.06184,0.49486
4082,472.4,37.2,82.8,416.37,0.06445,0.85973
4083,477.1,80.7,77.8,620.42,0.29469,0.62583
4084,562.3,87.4,67.1,756.9,0.37525,0.51742
4085,599.5,97.5,62.0,499.45,0.13663,0.79347
4086,499.7,97.7,88.2,883.84,0.16797,0.82008
4087,466.6,96.9,79.7,513.38,0.06631,0.56584
4088,581.9,43.1,56.2,433.08,0.08517,0.89174
4089,470.7,98.8,55.6,507.05,0.14131,0.63755
4090,593.8,50.6,48.5,605.83,0.13019,0.78465
4091,462.6,86.5,81.8,442.28,0.095,0.50579
4092,572.6,100.8,97.3,504.63,0.05095,0.54669
4093,521.6,107.5,47.1,439.33,0.1202,0.76667
4094,645.9,47.0,60.1,598.27,0.11518,0.82496
4095,452.2,89.4,45.1,632.61,0.27575,0.66446
4096,501.6,113.1,52.8,673.52,0.28979,0.67669
4097,454.0,44.7,73.5,997.08,0.08762,0.9117
4098,480.4,38.4,93.7,417.97,0.06164,0.83966
4099,566.7,81.7,44.8,310.73,0.00013,0.90338
4100,497.4,43.3,40.9,930.69,0.09488,0.90467
4101,585.3,103.7,92.4,989.5,0.14278,0.84938
4102,453.5,72.0,96.1,820.62,0.10139,0.8919
4103,484.8,37.9,93.5,742.07,0.10629,0.89262
4104,624.7,33.9,87.0,966.25,0.08698,0.91282
4105,503.2,52.8,99.0,309.92,0.00066,0.84666
4106,542.3,98.6,68.5,688.07,0.27478,0.6937
4107,462.3,40.0,85.5,366.04,0.0328,0.86235
4108,593.9,95.3,92.2,535.66,0.107,0.83707
4109,612.4,45.6,80.5,374.58,0.05588,0.87879
4110,599.9,49.8,93.4,705.7,0.09566,0.89697
4111,565.4,40.2,72.1,695.52,0.11221,0.88612
4112,528.9,69.4,95.7,820.78,0.09717,0.89797
4113,601.1,58.0,84.4,566.9,0.1409,0.61388
4114,529.6,69.4,42.1,621.94,0.14521,0.84684
4115,514.4,33.1,56.3,514.63,0.1203,0.84474
4116,512.6,115.9,69.4,760.9,0.86472,0.01064
4117,568.3,41.8,91.2,994.04,0.08476,0.9148
4118,638.2,83.8,65.0,950.11,0.11121,0.88514
4119,644.3,77.5,53.2,420.52,0.09607,0.76898
4120,519.3,70.1,73.7,877.1,0.1074,0.88947
4121,534.1,77.8,88.7,830.29,0.10809,0.88471
4122,613.7,106.1,41.5,959.34,0.20003,0.78233
4123,548.6,68.8,69.7,377.24,0.05885,0.73998
4124,488.3,35.4,68.9,659.46,0.11451,0.88339
4125,581.2,94.8,86.8,977.74,0.12448,0.86971
4126,512.1,80.2,91.0,341.55,0.01284,0.69874
4127,498.3,64.7,80.4,508.07,0.1071,0.72292
4128,474.8,71.8,54.7,361.06,0.00704,0.83696
4129,626.5,111.2,79.4,413.5,0.0798,0.54128
4130,631.4,66.1,59.0,376.05,0.05821,0.85138
4131,513.1,66.6,68.8,736.61,0.11064,0.87754
4132,456.7,97.9,51.3,873.19,0.24018,0.74143
4133,514.5,63.3,40.3,533.52,0.15009,0.78783
4134,534.3,89.5,69.0,667.93,0.24866,0.72156
4135,618.5,118.4,70.6,669.63,0.10631,0.88529
4136,629.2,101.1,60.2,937.04,0.16338,0.8252
4137,637.3,118.4,70.6,833.19,0.74825,0.11839
4138,582.9,88.9,69.8,515.48,0.14305,0.66958
4139,551.8,118.3,40.6,700.39,0.18064,0.80359
4140,620.9,30.5,68.0,448.86,0.09663,0.88408
4141,552.0,119.4,60.1,747.49,0.43385,0.50674
4142,548.2,51.9,76.1,571.02,0.14192,0.69127
4143,570.0,55.2,43.6,976.74,0.09251,0.90675
4144,573.4,44.1,93.0,431.56,0.07563,0.85006
4145,637.3,100.3,55.3,913.93,0.17794,0.80694
4146,515.2,55.2,87.4,940.91,0.09262,0.90617
4147,599.6,79.7,93.4,413.31,0.07069,0.65276
4148,512.5,30.1,68.0,902.62,0.09454,0.90528
4149,615.3,119.2,81.4,343.22,0.02406,0.74064
4150,533.1,69.9,97.0,403.98,0.04212,0.82255
4151,602.2,106.7,66.6,664.95,0.11196,0.8852
4152,637.8,57.3,70.7,712.79,0.11805,0.88153
4153,583.6,110.8,98.9,579.16,0.05822,0.45494
4154,478.6,74.2,93.3,731.29,0.10087,0.87619
4155,594.3,108.2,96.9,588.88,0.00452,0.68054
4156,528.3,34.5,82.9,786.8,0.10595,0.89357
4157,547.9,107.8,50.5,819.49,0.58505,0.30765
4158,602.4,119.8,69.7,477.26,0.12977,0.65507
4159,511.2,41.6,97.6,916.23,0.09171,0.90767
4160,515.1,105.3,95.2,755.6,0.66336,0.22046
4161,453.5,69.0,76.8,804.27,0.11111,0.88262
4162,473.8,59.0,79.6,407.35,0.05882,0.71224
4163,460.2,54.8,81.1,511.48,0.08328,0.75404
4164,484.2,67.8,69.7,764.3,0.11247,0.87911
4165,493.0,63.2,94.4,972.31,0.09283,0.90521
4166,570.2,80.1,62.8,436.99,0.11088,0.72518
4167,499.1,67.8,60.1,388.85,0.04011,0.71421
4168,578.3,82.7,85.7,322.75,0.0143,0.76625
4169,509.9,84.8,76.6,999.84,0.11769,0.87818
4170,480.7,61.2,55.0,931.9,0.10315,0.89518
4171,608.2,59.9,56.8,810.11,0.10888,0.88879
4172,618.1,48.1,49.8,711.82,0.11624,0.87466
4173,559.1,85.5,55.6,545.05,0.15089,0.55943
4174,618.0,93.2,62.4,696.51,0.12358,0.87527
4175,594.2,78.1,41.4,319.75,0.00794,0.79532
4176,591.6,56.0,58.6,984.09,0.09061,0.90865
4177,610.8,117.7,68.9,554.49,0.15665,0.82372
4178,504.3,68.0,93.6,776.64,0.0951,0.89788
4179,548.3,60.4,56.7,785.28,0.11178,0.88479
4180,538.8,41.0,61.0,816.13,0.10494,0.89448
4181,525.3,92.8,58.3,415.02,0.08867,0.77155
4182,511.8,90.0,41.0,437.23,0.1259,0.76934
4183,554.6,108.6,54.2,400.69,0.04949,0.58079
4184,566.1,90.5,53.8,360.08,0.06127,0.81223
4185,615.7,61.1,96.4,356.85,0.04284,0.8975
4186,546.9,35.7,48.7,691.5,0.11741,0.88158
4187,635.9,68.6,76.5,927.57,0.09776,0.9005
4188,481.9,38.3,77.9,875.96,0.09739,0.90212
4189,579.3,47.4,88.3,719.32,0.10418,0.89322
4190,479.8,97.8,65.3,604.31,0.21771,0.7436
4191,520.9,89.0,73.8,335.3,0.02739,0.75069
4192,638.2,42.1,59.5,593.15,0.11643,0.84816
4193,474.0,91.7,50.5,912.75,0.17498,0.81507
4194,529.5,116.1,50.6,334.78,0.04414,0.81089
4195,462.5,53.3,53.2,805.02,0.11049,0.88742
4196,637.3,36.2,77.9,570.68,0.11883,0.84968
4197,574.8,119.5,74.1,861.91,0.48769,0.45567
4198,573.8,61.7,64.9,789.35,0.10863,0.88793
4199,630.0,47.9,67.2,924.55,0.09352,0.906
4200,566.5,31.3,89.8,386.42,0.05136,0.88438
4201,480.6,65.3,52.2,951.01,0.10529,0.89272
4202,572.1,115.2,47.7,371.93,0.09267,0.67628
4203,564.9,70.8,61.9,352.63,0.01992,0.7588
4204,542.6,88.0,71.7,746.67,0.40412,0.48149
4205,473.1,54.1,79.4,906.31,0.09717,0.90149
4206,456.8,40.7,66.2,438.03,0.07478,0.82939
4207,647.9,54.5,88.5,481.99,0.09321,0.83622
4208,590.0,106.9,74.9,716.31,0.20575,0.77977
4209,580.6,94.9,67.4,438.99,0.0796,0.86272
4210,640.4,81.2,59.4,473.74,0.0922,0.84305
4211,628.3,96.4,54.3,422.56,0.06816,0.87753
4212,534.1,42.2,95.0,511.7,0.09135,0.79854
4213,530.8,106.0,45.8,970.24,0.20915,0.77652
4214,553.9,64.6,59.5,321.0,0.00748,0.9062
4215,565.6,94.8,57.7,771.39,0.62585,0.20782
4216,511.1,116.9,42.0,311.51,0.0156,0.88458
4217,457.6,34.2,65.3,348.41,0.02172,0.91239
4218,640.7,84.0,75.3,533.2,0.13419,0.78846
4219,634.7,114.4,68.6,465.97,0.04202,0.80213
4220,605.6,60.7,87.7,906.48,0.09505,0.90361
4221,493.5,54.2,83.4,876.38,0.098,0.90057
4222,541.5,50.5,99.8,346.54,0.01861,0.78928
4223,501.7,55.5,57.2,610.78,0.22928,0.66383
4224,522.0,45.8,96.3,915.73,0.09198,0.90725
4225,645.3,56.2,65.1,402.25,0.08247,0.87797
4226,590.5,44.2,42.4,827.36,0.10546,0.89396
4227,548.0,110.8,58.8,922.63,0.25306,0.72698
4228,600.7,75.9,70.7,523.17,0.14049,0.73701
4229,568.7,72.2,94.8,976.97,0.09425,0.90345
4230,525.3,86.2,87.0,783.85,0.14767,0.82807
4231,581.5,35.0,63.5,428.39,0.08306,0.88712
4232,568.2,44.6,96.9,612.47,0.1049,0.88443
4233,611.4,111.6,78.9,474.13,0.08149,0.80211
4234,487.5,47.5,45.6,682.65,0.11646,0.87777
4235,480.4,61.8,97.8,501.9,0.08014,0.67625
4236,606.2,53.5,93.0,692.04,0.16949,0.816
4237,476.2,34.8,46.2,320.81,0.00825,0.9591
4238,570.2,87.6,48.8,713.11,0.24431,0.70846
4239,638.4,55.6,63.7,460.22,0.08917,0.83378
4240,589.8,45.1,63.4,301.42,0.00247,0.97867
4241,644.0,66.7,47.1,954.16,0.09839,0.90025
4242,579.6,31.0,61.2,487.52,0.11212,0.86419
4243,641.6,107.9,70.6,550.88,0.17402,0.74457
4244,537.3,116.0,68.1,901.85,0.31398,0.66054
4245,457.5,105.5,70.4,981.2,0.21473,0.77425
4246,524.7,97.8,51.5,488.02,0.15891,0.69761
4247,478.3,72.6,92.6,469.82,0.02875,0.6566
4248,465.3,62.8,83.8,849.46,0.10213,0.89484
4249,463.7,102.8,97.6,891.34,0.19662,0.78993
4250,608.4,47.4,63.3,986.4,0.08749,0.91209
4251,557.3,54.1,98.9,773.11,0.09759,0.89989
4252,638.3,68.2,90.4,524.21,0.11802,0.79943
4253,531.2,70.8,86.0,952.45,0.09895,0.89859
4254,543.1,77.0,67.9,883.13,0.1154,0.88039
4255,499.9,40.0,50.2,516.92,0.12421,0.82521
4256,538.5,35.0,97.8,868.68,0.09661,0.903
4257,560.2,40.3,89.1,920.1,0.09201,0.90755
4258,627.5,105.1,99.0,927.44,0.15348,0.83415
4259,611.3,63.8,77.1,768.39,0.10409,0.88978
4260,487.8,104.2,65.6,906.15,0.2271,0.75792
4261,527.2,32.2,67.9,703.53,0.11501,0.88436
4262,529.9,43.6,64.5,662.52,0.11033,0.88404
4263,550.9,93.6,46.3,904.51,0.16953,0.81886
4264,598.0,35.7,53.4,746.25,0.11256,0.88699
4265,611.5,50.6,89.9,625.0,0.09804,0.88254
4266,517.1,55.7,88.0,627.64,0.35704,0.32784
4267,466.7,115.7,98.4,617.01,0.30745,0.57695
4268,521.9,105.4,44.8,362.82,0.08129,0.6231
4269,570.0,54.4,74.1,398.53,0.04711,0.77516
4270,490.6,61.4,83.4,526.14,0.09442,0.6768
4271,591.9,82.9,43.9,907.85,0.12876,0.86542
4272,567.1,90.4,91.7,969.32,0.11611,0.87877
4273,613.2,99.9,54.8,991.09,0.14493,0.84748
4274,571.6,40.3,43.2,489.52,0.11799,0.85272
4275,615.6,111.9,46.9,734.35,0.14223,0.84984
4276,555.2,40.6,60.1,606.62,0.11626,0.87589
4277,489.0,84.3,92.5,604.21,0.20607,0.73209
4278,620.0,111.8,69.1,633.07,0.26764,0.63756
4279,459.3,73.4,84.3,665.4,0.31332,0.51168
4280,622.1,43.8,48.2,439.14,0.09186,0.86531
4281,588.3,59.8,73.4,911.42,0.09729,0.90149
4282,545.5,64.9,75.8,425.84,0.06721,0.86983
4283,492.1,31.6,91.8,546.96,0.11148,0.8566
4284,627.4,38.6,41.8,596.41,0.12227,0.86059
4285,545.6,32.4,75.6,973.08,0.08672,0.91308
4286,466.7,37.8,45.7,516.53,0.12228,0.83259
4287,548.9,110.0,60.9,410.78,0.01618,0.82643
4288,640.9,46.2,49.9,525.67,0.13013,0.84974
4289,590.4,67.5,84.9,567.55,0.04959,0.71041
4290,616.6,102.0,52.4,493.71,0.12907,0.70737
4291,552.2,85.9,98.2,459.73,0.08276,0.7508
4292,644.7,105.3,84.2,532.08,0.12039,0.75384
4293,623.9,68.3,74.9,743.62,0.15991,0.7755
4294,478.1,46.1,93.1,566.69,0.14336,0.76866
4295,647.4,62.7,74.5,741.26,0.26514,0.65718
4296,623.5,79.0,50.9,585.32,0.22522,0.67644
4297,555.8,97.9,62.2,949.72,0.157,0.83434
4298,509.9,113.4,64.4,628.65,0.20923,0.76872
4299,459.2,39.4,94.1,861.31,0.09688,0.90238
4300,563.0,116.6,99.8,778.21,0.86671,0.0088
4301,450.2,47.4,82.0,545.6,0.12914,0.74014
4302,493.4,47.8,78.0,948.63,0.09175,0.90746
4303,539.6,52.7,76.3,376.85,0.03322,0.76653
4304,536.0,74.9,69.8,356.1,0.01633,0.67147
4305,477.7,56.9,43.5,407.76,0.09353,0.83468
4306,626.4,91.3,89.5,833.97,0.15252,0.82473
4307,645.1,54.1,51.5,905.79,0.09783,0.90148
4308,612.0,62.6,82.6,435.35,0.05508,0.76118
4309,477.5,85.3,99.1,790.81,0.12568,0.85645
4310,488.3,54.2,86.1,969.46,0.09092,0.90787
4311,512.3,117.9,54.5,825.39,0.66486,0.24681
4312,638.0,55.1,93.6,656.15,0.09903,0.89303
4313,556.5,85.1,98.3,535.47,0.15005,0.45985
4314,551.1,63.1,43.6,568.03,0.17398,0.7464
4315,639.6,30.6,70.3,896.89,0.09489,0.90498
4316,494.5,99.3,58.1,802.33,0.34333,0.60669
4317,534.6,114.7,95.3,565.63,0.00111,0.60589
4318,520.3,77.8,63.6,589.5,0.11631,0.87791
4319,639.9,71.4,65.5,943.21,0.09993,0.89822
4320,509.5,110.0,78.7,739.04,0.84896,0.01968
4321,469.6,93.4,81.2,821.5,0.18848,0.79186
4322,512.6,63.3,49.6,959.69,0.10083,0.89762
4323,550.4,61.7,67.5,844.44,0.10513,0.89269
4324,480.9,106.9,48.8,842.24,0.39381,0.56079
4325,486.6,86.9,56.1,798.56,0.19615,0.77974
4326,536.1,69.4,95.7,870.23,0.09765,0.89913
4327,641.5,118.1,55.2,934.96,0.32044,0.64316
4328,628.6,56.3,97.6,665.35,0.10073,0.89458
4329,494.4,85.9,86.7,982.57,0.1204,0.87475
4330,621.6,30.9,78.8,641.52,0.11934,0.87947
4331,615.1,89.8,93.7,771.17,0.65693,0.14786
4332,473.0,113.1,52.4,924.24,0.31741,0.66031
4333,635.4,93.3,92.8,765.89,0.33966,0.60838
4334,485.7,68.9,91.5,891.6,0.10073,0.89615
4335,497.2,42.5,75.8,871.17,0.09827,0.90109
4336,466.2,81.5,54.7,368.47,0.02491,0.83628
4337,629.6,95.8,73.4,364.1,0.04053,0.8821
4338,462.2,54.9,64.8,394.49,0.0744,0.83366
4339,477.1,35.3,67.3,629.1,0.11366,0.88031
4340,464.3,43.9,69.0,772.41,0.10728,0.89142
4341,605.5,38.1,78.7,907.03,0.09383,0.90588
4342,470.6,110.3,61.9,792.17,0.57588,0.34964
4343,491.8,54.5,47.1,479.93,0.1101,0.80483
4344,479.5,74.4,64.0,841.22,0.12351,0.87048
